"","farm","farmID","lon","lat","biomass","fs_old","fish.kg","female","motile","sessile","fs","zone","avtemp","Dw.in","Ds.in","Dw.out","Ds.out","Dw.self","Ds.self","Dw.f.in","Ds.f.in","Dw.f.out","Ds.f.out","fluxhw","fluxhs","Dw.outflux","Ds.outflux","ad.y2","ch.y2","la.y2","pa.y2"
"89",11688,11688,5.09,61.189,2340,1215864,1.924557352,0.743333333,3.836666667,0.226666667,520000,4,9.684626797,0.015277778,0.016962507,0.112638889,0.049920113,0.004027778,0.007285974,43,20,23,21,29270.8,33622.94887,58572.22222,25958.45876,0.245523076923077,0.170192307692308,26.4788653846154,0.130305769230769
"90",11689,11689,5.107,60.96,3120,1621152,1.924557352,0.505,3.5425,2.485,693333,4,11.30150754,0.023888889,0.010701122,0.045486111,0.024020813,0.002222222,0.002106102,38,32,39,34,40210.545,18915.75519,31537.02187,16654.42234,0.259089066869744,0.134382756914787,37.3421674721959,0.114900055240411
"91",11690,11690,5.16,60.596,3120,1621152,1.924557352,0.348333333,2.998333333,1.113333333,693333,4,9.648130595,0.049166667,0.033014572,0.065694444,0.039332617,0.001805556,0.004781421,15,14,46,36,55890.73792,40242.23315,45548.12625,27270.60134,0.331048716850345,0.2306914570632,39.0895875430709,0.180917394671824
"92",11700,11700,5.028,60.876,3120,1621152,1.924557352,0.174,2.666,2.216,693333,4,10.05857373,0.123194444,0.048724821,0.007291667,0.00461059,0.143888889,0.056067851,48,45,21,8,130309.3654,57307.22738,5055.553125,3196.674196,0.304699184951531,0.531138716893614,95.2877333114102,0.346299685721003
"93",11714,11714,4.942,61.068,2340,1215864,1.924557352,0.4325,6.8975,1.5975,520000,4,9.918129455,0.121736111,0.030225104,0.055138889,0.018840963,0.012916667,0.003244536,98,46,44,31,171131.5229,44748.25211,28672.22222,9797.30076,0.776903846153846,1.06356346153846,79.9543653846154,0.731444230769231
"94",11719,11719,4.921,61.058,2340,1215864,1.924557352,0.18,1.56,0.737142857,520000,4,9.942082853,0.135694444,0.039731045,0.051944444,0.018157817,0.018611111,0.005521403,100,50,41,33,191532.4983,57719.94677,27011.11111,9442.06484,0.318913461538462,0.376536538461538,111.234357692308,0.271403846153846
"95",11728,11728,4.908,60.965,1560,810576,1.924557352,0,0,0,346667,4,12.68687145,0.021875,0.019637673,0.070972222,0.040585047,0.014722222,0.01798725,44,32,39,28,29328.53333,20928.32649,24603.72736,14069.49649,0.672625314783351,0.278215117100849,109.482364920803,0.240198807501147
"96",11736,11736,4.867,61.056,2340,1215864,1.924557352,0.185714286,6.414285714,1.935714286,520000,4,9.919557767,0.100972222,0.049863166,0.057013889,0.015197887,0.012847222,0.006033698,86,55,39,33,142215.9633,72342.66334,29647.22222,7902.90124,0.661148076923077,0.923290384615385,66.6710096153846,0.627321153846154
"97",11737,11737,4.883,60.944,1300,675480,1.924557352,0.15,1.625,0.775,288889,4,9.296543438,0.011597222,0.017303863,0.067013889,0.042748003,0.002708333,0.009790528,46,31,33,26,14008.81292,20313.2513,19359.57535,12349.42784,0.251047980366161,0.184593390541004,28.9699053961902,0.136581870545434
"98",11738,11738,4.908,60.687,3600,1870560,1.924557352,0.271428571,1.638571429,0.577142857,8e+05,4,9.784848222,0.017430556,0.02276858,0.033541667,0.02601303,0.002777778,0.006602914,43,28,50,39,23784.32917,34307.62137,26833.33333,20810.424,0.125965,0.07594,15.5624225,0.06245
"99",11740,11740,4.94,60.405,4680,2431728,1.924557352,0.53,1.78,0.2825,1040000,3,10.01647414,0.070555556,0.040015372,0.067916667,0.03062373,0.009513889,0.014856557,101,80,43,21,106994.1196,61106.18047,70633.33333,31848.6792,0.669236538461539,0.463466346153846,80.8710538461538,0.342656730769231
"100",11749,11749,4.846,60.945,3120,1621152,1.924557352,0.2575,3.3125,2.21625,693333,4,10.55018326,0.025277778,0.019410006,0.049861111,0.018385544,0.009513889,0.003699909,68,33,46,34,31105.99833,20479.61436,34570.35375,12747.30438,0.24551694496007,0.166713541689203,31.3674525805061,0.131160639981077
"101",11754,11754,4.863,60.728,1560,810576,1.924557352,0.156666667,0.833333333,0,346667,4,9.552230539,0.08,0.042406518,0.022291667,0.012920937,0.010138889,0.008196721,67,36,46,40,112993.8758,62464.43914,7727.785208,4479.262467,0.623211900757788,0.838170347913127,61.3773880986653,0.608139799865577
"102",11756,11756,4.854,60.775,1560,810576,1.924557352,0.26,0.73,0.284,346667,4,9.504282256,0.112291667,0.038934317,0.010555556,0.005293474,0.039652778,0.024647086,74,33,41,29,164307.0821,57709.96079,3659.262778,1835.072751,0.565130225836321,1.0162028690357,54.6407214993063,0.66697147406589
"103",11758,11758,4.858,60.592,3120,1621152,1.924557352,0.295,1.0225,0.39,693333,4,10.04205038,0.034583333,0.010302389,0.025763889,0.015140902,0.000486111,0.000626138,93,45,54,44,47190.32458,15086.74271,17862.95437,10497.68701,0.261907337455451,0.191180861144645,31.1628193090477,0.149828437417518
"104",11763,11763,4.819,60.574,2340,1215864,1.924557352,0.416666667,3.366666667,0.493333333,520000,4,10.18534845,0.020833333,0.006032999,0.022430556,0.010359522,0.001527778,0.001479964,93,55,58,40,29474.31,8556.652731,11663.88889,5386.95144,0.247459615384615,0.166540384615385,31.4221923076923,0.131325
"105",11770,11770,4.76,60.683,2340,1215864,1.924557352,0.228,1.008,0.076,520000,4,9.8802629,0.025625,0.009733216,0.021875,0.009960963,0.000277778,0.000626138,102,44,54,44,35168.98167,14005.39876,11375,5179.70076,0.267367307692308,0.16795,34.3798,0.137488461538462
"106",11772,11772,4.701,60.79,1560,810576,1.924557352,0.07875,0.29125,0.19875,346667,4,9.815745604,0.064375,0.013831334,0.021388889,0.009733452,0.000347222,0.000910747,134,69,53,35,90269.49458,20238.85612,7414.821944,3374.266604,0.946470243778612,0.63813688640684,117.449321683345,0.516337003522112
"107",11775,11775,5.22,61.468,3120,1621152,1.924557352,0.116666667,0.54,0.28,693333,4,9.899857725,0.014861111,0.007741192,0.040347222,0.023223914,0.003333333,0.005179872,55,24,20,18,19010.865,9645.254532,27974.06063,16101.90597,0.0703384953550458,0.0520442557905076,8.25431502611299,0.0397514614189718
"108",11776,11776,5.215,61.558,2340,1215864,1.924557352,0.215714286,0.791428571,0.135714286,520000,4,9.759979358,0.019027778,0.039902073,0.090486111,0.043089686,0.008472222,0.016734973,10,6,15,11,19251.18,35319.64225,47052.77778,22406.63672,0.170294230769231,0.0927730769230769,20.8043423076923,0.0733923076923077
"109",11783,11783,5.081,61.407,3120,1621152,1.924557352,0.18,0.996666667,0.223333333,693333,4,9.922898255,0.08375,0.036885137,0.002847222,0.001992214,0.101180556,0.046732696,18,10,12,8,102110.06,44570.4827,1974.073125,1381.267709,0.816617700296971,0.942724491694467,89.9473297823701,0.611981544221896
"110",11791,11791,4.863,61.632,3120,1621152,1.924557352,0.135,1.333333333,0.215,693333,4,9.677104193,0.024375,0.010530248,0.012569444,0.011782614,0.009027778,0.001593807,50,34,21,13,32400.66833,16961.22184,8714.810625,8169.275112,0.145207281349654,0.110339476124748,16.5807757599883,0.0859240797711922
"111",11793,11793,4.728,61.284,1560,810576,1.924557352,0.254,1.214,0.03,346667,4,10.07563736,0.023402778,0.013318514,0.044930556,0.021914606,0.002222222,0.00136612,112,107,37,32,32227.46833,18164.30709,15575.9409,7597.070718,0.368154453697641,0.27657665713783,42.8511886046263,0.212189219048828
"112",11800,11800,5.169,61.491,3120,1621152,1.924557352,0.164285714,1.348571429,0.557142857,693333,4,9.88258603,0.034930556,0.020150205,0.026111111,0.019523939,0.018194444,0.005179872,58,26,25,20,46516.46833,24159.17765,18103.695,13536.5912,0.149972668256091,0.121564962290847,16.7987460570894,0.0910918707172455
"113",11803,11803,5.156,61.316,3120,1621152,1.924557352,0.143333333,1.268333333,0.24,693333,4,10.21069737,0.015694444,0.019410052,0.032222222,0.015539443,0.002986111,0.008196721,22,21,36,29,15969.04,22035.85478,22340.73,10774.00863,0.0256413584814223,0.0132764486906003,3.34386795378267,0.0106990436053094
"114",11807,11807,5.114,61.506,2340,1215864,1.924557352,0.0375,0.8825,0.2375,520000,4,9.759383634,0.01125,0.010985731,0.02375,0.018385483,0.000277778,0.000626138,44,17,23,23,14047.24167,14026.1224,12350,9560.45116,0.0533403846153846,0.0380423076923077,6.26574230769231,0.0299346153846154
"115",11809,11809,5.062,61.895,5460,2837016,1.924557352,0.304285714,2.062857143,0.068571429,1213333,4,9.573185764,0.004236111,0.004212202,0.004583333,0.00347207,0,0.000227687,11,8,30,18,6107.465,6528.713467,5561.109583,4212.777109,0.00236785779336753,0.0015848905452996,0.274630295228103,0.00126098935741466
"116",11813,11813,5.101,61.303,2340,1215864,1.924557352,0.234,1.888,0.582,520000,4,9.982729425,0.016180556,0.016222393,0.030625,0.019011704,0.002291667,0.005350638,21,26,39,28,19059.93833,21270.99411,15925,9886.08608,0.0389730769230769,0.0225038461538462,4.84217307692308,0.0181596153846154
"117",11814,11814,5.072,61.306,2340,1215864,1.924557352,0.2175,2.6225,0.93,520000,4,10.13732577,0.022152778,0.020206997,0.023958333,0.014571796,0.00375,0.003529144,27,25,32,28,25586.69167,25271.64411,12458.33333,7577.33392,0.0532192307692308,0.0323865384615385,6.57060192307692,0.0260519230769231
"118",11833,11833,4.807,61.576,5460,2837016,1.924557352,0.241666667,1.828333333,0.71,1213333,4,9.347400932,0.073402778,0.0424061,0.007013889,0.003642834,0.005763889,0.004496812,121,83,38,13,97262.44458,57725.33987,8510.182847,4419.970706,0.252942102456622,0.202938517290801,27.9422829511766,0.154307185249227
"119",11854,11854,6.683,58.226,3120,1621152,1.924557352,0.084285714,0.267142857,0.047142857,693333,1,10.07484854,0.02125,0.022825591,0.029583333,0.028517628,0.009722222,0.009562842,9,7,43,18,40718.77875,43740.09744,20511.10125,19772.21257,0.00191105861108587,0.0008307696301777,0.229937129777466,0.00071250034254824
"120",11856,11856,6.636,58.223,3120,1621152,1.924557352,0.06125,0.42,0.02875,693333,1,10.11647138,0.014791667,0.018157992,0.01625,0.016507002,0.001805556,0.003187614,9,8,55,27,27863.55,36029.05269,11266.66125,11444.84922,0.00094182737587854,0.00042836559056038,0.112973131237082,0.00036490402158847
"121",11857,11857,6.635,58.207,4680,2431728,1.924557352,0.041666667,0.236666667,0.016666667,1040000,1,10.26272877,0.010277778,0.016734951,0.017361111,0.009220856,0.000833333,0.001593807,12,8,61,34,17979.96417,31074.83123,18055.55556,9589.69024,0.00081538461538461,0.00043846153846153,0.103936538461538,0.0003576923076923
"122",11858,11858,6.629,58.232,3120,1621152,1.924557352,0,0.03,0,693333,1,9.929901786,0.014027778,0.01707648,0.016736111,0.018043975,0.001666667,0.004553734,9,8,48,20,26371.865,34368.03576,11603.69812,12510.48332,0.00088269273206381,0.0004182694318603,0.10269668398879,0.00034759632095977
"123",11861,11861,6.596,58.241,6240,3242304,1.924557352,0.02875,0.1775,0.01,1386667,1,9.951068936,0.004930556,0.008253642,0.018472222,0.024874489,0.000902778,0.001878415,7,6,51,25,8199.576667,12919.0146,25614.82097,34492.63304,0.00015576919332471,6.92307525887614e-05,0.0179329283815076,5.69711401511682e-05
"124",11864,11864,6.537,58.249,2340,1215864,1.924557352,0.024285714,0.117142857,0,520000,1,9.984593107,0.007430556,0.015994948,0.012638889,0.016620823,0.000347222,0.008310565,8,8,48,27,14222.60667,34650.61309,6572.222222,8642.82796,0.0006826923076923,0.0002576923076923,0.0824788461538462,0.00021730769230769
"125",11879,11879,6.289,59.317,325,168870,1.924557352,0,0,0,72222,2,9.869309465,0.070277778,0.07991799,0.120902778,0.082650099,0.020277778,0.024191712,21,8,49,32,58011.175,60393.79444,8731.840417,5969.15545,0.803439395198139,1.13786657805101,76.3195009830799,0.807025560078646
"126",11888,11888,6.171,59.314,2340,1215864,1.924557352,0.092,1.8,1.262,520000,2,10.28666268,0.115625,0.033412805,0.057638889,0.019353065,0.041736111,0.026183971,42,27,52,34,142831.1842,37018.84647,29972.22222,10063.5938,0.762205769230769,1.07638653846154,78.8979384615385,0.730963461538461
"127",11893,11893,6.143,59.27,3600,1870560,1.924557352,0.17,1.011666667,0.228333333,8e+05,2,10.31581608,0.069861111,0.042804882,0.079652778,0.032217472,0.003055556,0.008652095,45,29,66,45,67443.53875,46142.83132,63722.22222,25773.9776,0.24585,0.1592325,29.48205,0.1239025
"128",11907,11907,6.123,58.872,1000,519600,1.924557352,0.096,0.252,0.084,222222,2,9.111132581,0.012708333,0.018613366,0.047708333,0.028403784,0.007083333,0.020548725,6,4,35,24,8249.7325,10149.43165,10601.84125,6311.945688,0.0242055242055242,0.0137520137520138,2.93986193986194,0.0107865107865108
"129",11908,11908,6.124,58.855,910,472836,1.924557352,0.043333333,0.115,0.013333333,202222,2,10.21806198,0.008680556,0.022085588,0.049722222,0.024703766,0.01,0.017531876,5,4,40,25,6336.233333,12473.5533,10054.92722,4995.644968,0.0266143149607857,0.0115170456231271,3.80258824460247,0.00969726340358616
"130",11913,11913,6.073,59.293,5940,3086424,1.924557352,0.307142857,2.075714286,0.607142857,1320000,2,10.4351605,0.037777778,0.018613212,0.07875,0.033355734,0.002777778,0.004952186,46,40,67,47,42145.15292,23007.6063,103950,44029.56888,0.121148484848485,0.0712689393939394,15.9131204545455,0.0571136363636364
"131",11920,11920,6.026,59.466,3600,1870560,1.924557352,0.307142857,1.361428571,0.688571429,8e+05,2,10.34736648,0.071805556,0.034038922,0.112222222,0.045081859,0.021111111,0.016791894,40,28,50,22,115595.1233,61370.33749,89777.77778,36065.4872,0.46171,0.60791375,48.956555,0.420575
"132",11925,11925,6.021,59.399,520,270192,1.924557352,0.107142857,0.551428571,0.071428571,115556,2,9.983105749,0.049513889,0.011270315,0.062569444,0.022313162,0.019861111,0.012067395,47,31,58,36,69544.13,18771.68627,7230.274722,2578.419748,0.869405309979577,1.55398248468275,83.1399840769843,1.02182491605802
"133",11930,11930,5.992,59.452,3900,2026440,1.924557352,0.1375,1.9,1.15,866667,2,10.24779264,0.027847222,0.021117832,0.121111111,0.051001646,0.00375,0.010701275,34,22,52,26,40459.52,35946.20576,104963.0033,44201.44353,0.312365649090135,0.191379157161863,36.4818471223665,0.150346096020732
"134",11939,11939,5.966,59.205,2340,1215864,1.924557352,0.096,0.952,0.126,520000,2,10.71452025,0.036597222,0.017759411,0.060416667,0.030908166,0.005277778,0.005009107,45,38,60,52,48433.215,25383.19669,31416.66667,16072.24632,0.284957692307692,0.204734615384615,33.4310673076923,0.156721153846154
"135",11964,11964,5.863,59.405,4680,2431728,1.924557352,0.138333333,1.526666667,0.13,1040000,2,10.04827908,0.071736111,0.025329988,0.08875,0.029769881,0.004722222,0.006432149,48,41,51,30,91126.29333,37908.77331,92300,30960.67624,0.453451923076923,0.304193269230769,54.5021480769231,0.237550961538462
"136",11966,11966,5.841,59.496,780,405288,1.924557352,0.128,0.674,0.42,173333,2,10.26215663,0.219027778,0.098815811,0.155347222,0.050717103,0.054861111,0.021801002,39,24,41,24,162114.4783,52661.84748,26926.80007,8790.947614,0.343679507075975,0.996428839286229,92.3069986673051,0.584395354606451
"137",11971,11971,5.867,58.977,3120,1621152,1.924557352,0.15,0.31125,0.07625,693333,2,10.46867645,0.017569444,0.00848122,0.045138889,0.015027125,0.0025,0.002561475,28,15,60,32,16254.27875,9540.610574,31296.28125,10418.80166,0.0275178016912508,0.0202038558672384,3.33910400918462,0.0153735650834448
"138",11972,11972,5.844,59.117,2340,1215864,1.924557352,0.228571429,1.391428571,0.294285714,520000,2,10.45298148,0.078263889,0.024533132,0.052777778,0.023508371,0.001458333,0.00204918,54,37,80,43,104334.0563,38285.02539,27444.44444,12224.35292,0.437348076923077,0.266913461538462,59.2375153846154,0.214769230769231
"139",12003,12003,5.723,59.064,3600,1870560,1.924557352,0.096666667,0.375,0.176666667,8e+05,2,10.35128793,0.032361111,0.024931586,0.032986111,0.013888432,0.002916667,0.00307377,48,25,79,45,41968.70542,31871.58047,26388.88889,11110.7456,0.075665,0.05563125,8.98315875,0.04183125
"140",12007,12007,5.711,59.082,1560,810576,1.924557352,0.1525,0.84875,0.14125,346667,2,10.04758765,0.040416667,0.013319497,0.024444444,0.017133095,0.006597222,0.00745674,50,27,69,45,53274.69625,20122.1892,8474.082222,5939.478644,0.189299817980944,0.151935430831316,21.8525126418148,0.113411429412087
"141",12011,12011,5.676,59.29,2340,1215864,1.924557352,0.55,2.32,0.455,520000,2,9.858100333,0.238819444,0.05658008,0.053402778,0.016563923,0.030972222,0.007855191,56,51,75,36,400338.6296,87769.17182,27769.44444,8613.23996,0.436823076923077,1.54811730769231,39.0695634615385,0.521065384615385
"142",12018,12018,6.275,60.395,500,259800,1.924557352,0.165,0.37,0.1,111111,3,9.964283212,0.102152778,0.024362344,0.083333333,0.027037728,0.021875,0.016450364,46,34,44,29,125086.6638,28844.59462,9259.25,3004.188996,0.317736317736318,1.27287127287127,68.2563022563022,0.636039636039636
"143",12019,12019,6.201,60.248,2145,1114542,1.924557352,0.2425,1.1325,0.125,476667,3,9.975832538,0.056041667,0.039332791,0.118680556,0.054701685,0.0025,0.002789162,42,37,47,35,67747.18,48933.90343,56571.10438,26074.48808,0.492150704789717,0.549049965699325,50.1176607568806,0.404899017553135
"144",12022,12022,6.166,60.256,3120,1621152,1.924557352,0.24125,1.41875,0.1975,693333,3,10.18358189,0.084444444,0.0634107,0.116805556,0.054929353,0.005277778,0.004212204,46,38,57,36,100401.1533,74637.86532,80985.14625,38084.3331,0.668119071211092,0.643040213000103,65.3333679487346,0.478771384024704
"145",12033,12033,5.968,60.191,1560,810576,1.924557352,0.112,0.568,0.056,346667,3,8.880342281,0.075347222,0.046390993,0.126458333,0.060564554,0.002291667,0.002561475,45,42,52,37,94208.8925,55562.51594,43838.93104,20995.73224,0.341016018253829,0.795328081415306,31.7591608084992,0.340216980560596
"146",12035,12035,5.94,60.107,2340,1215864,1.924557352,0.486,1.984,0.33,520000,3,10.33834649,0.081041667,0.037283568,0.129097222,0.055612412,0.006597222,0.004838342,45,37,61,43,101909.9779,46235.11913,67130.55556,28918.45424,0.966357692307692,0.870409615384615,99.1559442307692,0.656480769230769
"147",12036,12036,5.931,60.126,2340,1215864,1.924557352,0.542857143,2.678571429,0.587142857,520000,3,10.46135164,0.113333333,0.05253866,0.127222222,0.062386025,0.007222222,0.008310565,40,34,63,42,137117.7492,64112.77111,66155.55556,32440.733,0.362269230769231,0.821611538461538,37.0669769230769,0.365267307692308
"148",12040,12040,5.909,59.976,2340,1215864,1.924557352,0.23,1.226,0.698,520000,3,10.63143984,0.042847222,0.042804966,0.117291667,0.045537097,0.001597222,0.005009107,52,52,71,65,59019.88458,57987.20284,60991.66667,23679.29044,0.713203846153846,0.429361538461538,79.7240423076923,0.326748076923077
"149",12047,12047,5.724,60.176,1560,810576,1.924557352,0.123333333,1.183333333,0.325,346667,3,11.03873854,0.029861111,0.016620975,0.102986111,0.0440572,0.006666667,0.008879781,27,24,61,46,42465.57292,23539.97937,35701.88618,15273.17735,0.938240443999573,0.650491682219536,118.946501974517,0.496225484398573
"150",12048,12048,5.737,60.071,3120,1621152,1.924557352,0.121428571,0.815714286,0.211428571,693333,3,10.89028709,0.033055556,0.029086842,0.064652778,0.018783956,0.060486111,0.039219035,30,40,50,32,44947.02375,42839.35731,44825.90437,13023.53657,0.770776812873468,0.742183049126466,94.7830609533947,0.540595932978814
"151",12067,12067,5.572,60.25,2340,1215864,1.924557352,0.192,0.7,0.186,520000,3,8.378780284,0.094722222,0.043146519,0.088541667,0.03358357,0.010555556,0.007229053,48,37,57,50,108416.3442,53329.7858,46041.66667,17463.4564,0.650590384615385,1.17475961538462,50.2508846153846,0.745759615384615
"152",12071,12071,6.513,59.551,1040,540384,1.924557352,0.057142857,0.225714286,0.045714286,231111,2,9.203589321,0.028888889,0.002106102,0.018472222,0.004610612,0.104930556,0.053449454,1,1,12,4,11708.32,853.5778674,4269.13375,1065.56315,0.657060892817737,0.889139850548005,63.5550276706864,0.634521939674009
"153",12074,12074,6.319,60.324,3120,1621152,1.924557352,0.156666667,0.43,0.083333333,693333,3,10.1061209,0.050625,0.016165668,0.105763889,0.040186658,0.004513889,0.004098361,38,31,47,31,58413.14333,18628.60145,73329.59437,27862.73615,0.542247376080469,0.366947772571045,58.6077483691098,0.284048213484718
"154",12078,12078,6.157,60.216,1560,810576,1.924557352,0.083333333,0.655,0.045,346667,3,10.60820474,0.113819444,0.057035454,0.117152778,0.058686226,0.006180556,0.008709016,49,42,53,33,142033.0208,70516.80163,40613.00201,20344.57791,0.809782875208774,1.51157162348882,72.2816304984322,0.978596174426755
"155",12081,12081,6.14,60.221,1560,810576,1.924557352,0.185,0.978333333,0.268333333,346667,3,10.44371064,0.133541667,0.082365576,0.114305556,0.05732004,0.006597222,0.004269126,51,44,59,38,166828.5854,103078.1533,39625.96403,19870.96631,0.543103323939112,1.53397640963807,48.758725231995,0.783007900953941
"156",12085,12085,6.055,60.259,1560,810576,1.924557352,0.17,0.753333333,0.136666667,346667,3,10.11674471,0.130486111,0.061418356,0.110625,0.053164799,0.007986111,0.006716758,52,49,54,34,163702.3254,75555.07666,38350.03688,18430.48137,0.82435593811929,1.91778277136272,62.017172098873,1.14915754888697
"157",12086,12086,6.074,59.76,780,405288,1.924557352,0.364,0.488,0.09,173333,3,10.4620001,0.018611111,0.014685748,0.041875,0.016108571,0.016597222,0.01832878,13,12,37,27,20265.84333,18618.36954,7258.319375,2792.146937,0.438035457760496,0.256494724028315,54.219323498699,0.205985011509638
"158",12095,12095,5.909,60.122,2340,1215864,1.924557352,0.3375,1.27,0.1375,520000,3,9.63559971,0.098958333,0.048952597,0.126458333,0.053961551,0.006736111,0.004610656,38,33,63,48,119509.9846,59935.10148,65758.33333,28060.00652,0.50835,0.998732692307692,42.8066442307692,0.614119230769231
"159",12108,12108,5.825,59.952,5460,2837016,1.924557352,0.3725,2.245,0.5075,1213333,3,10.02727405,0.034166667,0.030509863,0.127013889,0.043203397,0.000972222,0.006147541,55,55,72,57,44526.29208,40497.31836,154110.1428,52420.10729,0.225844018089016,0.146930809596376,24.462014962092,0.111432722921078
"160",12109,12109,5.824,59.714,3900,2026440,1.924557352,0.132,0.694,0.022,866667,3,10.82291726,0.024930556,0.023053126,0.090902778,0.033071097,0.005208333,0.007115209,29,27,84,61,27712.18042,29922.90939,78782.43771,28661.62842,0.10305342190253,0.0684392044464598,11.6571912856957,0.0524226721451261
"161",12114,12114,5.82,59.518,780,405288,1.924557352,0.05,0,0,173333,2,9.69744938,0.161527778,0.064492064,0.190694444,0.08640706,0.062361111,0.037966758,37,19,37,18,120800.8658,26745.12541,33053.64014,14977.19493,0.535899107498284,2.40626424281585,38.1984503816353,0.919720999463461
"162",12115,12115,5.81,59.517,65,33774,1.924557352,0,0,0,14444,2,9.189042576,0.163541667,0.065345889,0.192569444,0.086122386,0.060347222,0.037112933,37,19,38,21,144036.9088,40879.14462,2781.473056,1243.951743,0.348726114649682,8.73525339241207,35.6117418997508,1.95894489061202
"163",12126,12126,5.721,59.759,1040,540384,1.924557352,0.43,1.75,0.53,231111,3,10.42662987,0.090277778,0.057206147,0.082291667,0.035006457,0.015069444,0.02071949,61,45,86,52,126949.8267,83738.87342,19018.50937,8090.377284,0.563400270865515,1.25503329568908,50.3072592823362,0.739229201552501
"164",12127,12127,5.723,59.7,3120,1621152,1.924557352,0.194,0.344,0.192,693333,3,10.42569441,0.05375,0.028517584,0.088958333,0.032957342,0.005138889,0.003586066,45,33,90,62,69600.05917,36167.55265,61677.74812,22850.4128,0.300747259974644,0.224697223412127,33.2986775474411,0.172528929100447
"165",12128,12128,5.722,59.718,2340,1215864,1.924557352,0.67,2.07,0.7,520000,3,10.62171696,0.064027778,0.029940627,0.097986111,0.037226315,0.019583333,0.008367486,54,28,75,56,84193.24167,33340.58202,50952.77778,19357.6838,0.614105769230769,0.450992307692308,67.7805057692308,0.346765384615385
"166",12134,12134,5.687,59.761,3120,1621152,1.924557352,0.3475,1.745,0.34,693333,3,10.5967713,0.031458333,0.031477466,0.090902778,0.048781502,0.005347222,0.006489071,48,54,99,65,35978.87208,41310.12459,63025.89562,33821.82513,0.257156373632872,0.154057285604464,30.5177252489064,0.124400540577183
"167",12154,12154,5.552,60.867,780,405288,1.924557352,0.025,0.175,0.03125,173333,4,10.45262858,0.005208333,0.016507286,0.151180556,0.087203982,0.004375,0.009790528,2,2,22,16,1158.635833,4240.974735,26204.57924,15115.32781,0.00840578539574115,0.00251538945267202,1.16112915601761,0.00228461977811496
"168",12156,12156,5.565,60.437,3120,1621152,1.924557352,0.173333333,0.54,0.183333333,693333,4,9.703960642,0.045,0.030623862,0.125347222,0.046675751,0.007083333,0.024647086,4,4,26,18,63647.57208,38434.07427,86907.36563,32361.83847,0.48220407798273,0.287147734205641,60.0606418560778,0.228553956035556
"169",12178,12178,5.826,61.099,2340,1215864,1.924557352,0.198333333,1.82,1.095,520000,4,10.23760043,0.070694444,0.049692579,0.073472222,0.043032721,0.023125,0.030623862,17,10,28,19,65872.29,42586.53512,38205.55556,22377.01492,0.510426923076923,0.620584615384615,55.1928673076923,0.427121153846154
"170",12179,12179,5.81,61.08,780,405288,1.924557352,0.691666667,2.808333333,2.433333333,173333,4,10.07211986,0.037361111,0.010188979,0.095416667,0.053107857,0.029305556,0.035405282,10,5,24,17,46312.23667,12480.69157,16538.85708,9205.344177,0.760414923874854,1.12923101775196,82.3513641372387,0.745478356689148
"171",12192,12192,5.314,61.467,1560,810576,1.924557352,0.163333333,1.946666667,0.363333333,346667,4,10.08919883,0.009444444,0.012010448,0.030833333,0.018784109,0.002847222,0.002789162,34,15,20,17,11799.97167,14833.74182,10688.89917,6511.830715,0.0722912766430032,0.05092206642109,8.77247329569875,0.0390893854909755
"172",12209,12209,6.021,62.135,3900,2026440,1.924557352,0.135,1.723333333,0.168333333,866667,5,10.17820127,0.001875,0.007285909,0.025972222,0.014571666,0.001666667,0.005350638,5,8,27,25,4374.202083,16312.02278,22509.26792,12628.78206,0.00036692293579887,7.96153539940946e-05,0.0525599797846232,6.80768968935012e-05
"173",12212,12212,5.983,61.801,780,405288,1.924557352,0.35,6.13,2.055,173333,4,10.19566667,0.009027778,0.029086977,0.047222222,0.03153452,0.002986111,0.018158015,6,4,15,13,7627.295,13080.50363,8185.169444,5465.972955,0.019194267681284,0.0068596285762088,2.63805507318283,0.00591347291052483
"174",12213,12213,5.945,62.145,3120,1621152,1.924557352,0.222,1.672,0.432,693333,5,10.25976376,0.009236111,0.00956282,0.009375,0.009847383,0.004930556,0.006204463,7,8,18,17,21598.94208,22512.09506,6499.996875,6827.515598,0.00114375054988007,0.00042115404863175,0.148556321421308,0.00036490402158847
"175",12215,12215,5.977,61.786,780,405288,1.924557352,0.282857143,1.16,0.248571429,173333,4,10.4352235,0.004027778,0.01462887,0.047569444,0.041040529,0.001180556,0.019865665,5,3,10,8,3208.53,6436.438305,8245.354514,7113.678013,0.0102634812759255,0.00303462122042542,1.47296821724657,0.00257308187131129
"176",12224,12224,5.723,61.877,780,405288,1.924557352,0.211428571,1.227142857,0.211428571,173333,4,10.0198825,0.033263889,0.010018215,0.057291667,0.026183863,0.004652778,0.001195355,8,8,17,15,41907.905,11350.27809,9930.536458,4538.527525,0.0622789659210883,0.0386481512464447,7.55797799611153,0.0311250598558843
"177",12236,12236,5.493,61.908,2340,1215864,1.924557352,0.1675,1.915,0.2775,520000,4,9.487331269,0.044236111,0.020776412,0.053125,0.018613256,0.013680556,0.014571949,8,9,22,14,52603.005,26253.28849,27625,9678.89312,0.0404730769230769,0.0264365384615385,4.64344230769231,0.0205634615384615
